name,total,count
"Dorsett's Technologies",5000,1
"Goggins Trucking",5000,1
"Peter Norbeck Leadership PAC",5000,1
"Cintas Corp",5000,1
"Marina @ Rowena LLC",5000,1
CTIA,5000,1
"Lake Norman Security",5000,1
"Association of KFC Franchisees",5000,1
"Drc Emergency Services",5000,1
"Contractor Specialties",5000,1
"US Tool Group",5000,1
"Sabre GLBL",5000,1
"Jeffery H Wallen DDS",5000,1
"Zimmer Biomet",5000,1
"Belfor Property Restoration",5000,1
"China Aid Assn",5000,1
"US Sugar",5000,1
"Wendy's Co",5000,1
"Micron Technology",5000,1
"Husch Blackwell Strategies",5000,1
"Washington Redskins",5000,1
Northmarq,5000,1
"Lincoln National Corp",5000,1
"New Jersey Right to Life",5000,1
"Cleary Construction",5000,1
"E-Z Mart Stores",5000,1
"Herbalife Nutrition",5000,1
"Sigal Construction",5000,1
"Natl Assn of Retail Collection Attorneys",5000,1
"Signature Development Group",5000,1
"Allied Health Professions PAC",5000,1
"BBVA Compass",5000,1
"DET Distributing",5000,1
"Westampton Farms",5000,1
"Peace Through Strength PAC",5000,1
"National Venture Capital Assn",5000,1
"Franklin Square Group",5000,1
"Baldyga International Group",5000,1
"Langdale Co",5000,1
"Grant Thornton LLP",5000,1
"Peach PAC",5000,1
"Singh Group                                       ",5000,1
"LifePoint Health",5000,1
"Coalition for Renewable Natural Gas",5000,1
"A&I Inc",5000,1
"Cantsink Manufacturing LLC",5000,1
Framatome,5000,1
"XTO Energy",5000,1
"Vanderbilt University",5000,1
"Cypress Group",5000,1
"Chas Verheyden",5000,1
"Elbit Systems of America",5000,1
"Fund for America's Future",5000,1
"JR Simplot Co",5000,1
"Cumberland Pharmaceuticals",5000,1
"Shipbuilders Council of America",5000,1
"MEBO International",5000,1
"Lemery Greisler LLC",4986,1
"Vistra Energy",4950,1
"TVV Capital",4800,1
"Claxton Poultry Farms",4800,1
"Benjamin C Hammett Md",4500,1
"Baltimore Steamship Trade Assn",4500,1
"Red Hat Inc",4500,1
"Lopez, Severt & Pratt Co Lpa",4500,1
"Beacon Communities",4500,1
"Burlington Capital",4500,1
"Eversource Energy",4500,1
"AKT Development",4500,1
"Diloreto Construction",4300,1
"Blanchard & Calhoun",4300,1
"Paccar Inc",4200,1
"University of North Carolina/Chapel Hill",4200,1
"Cape Cod Healthcare",4150,1
"Marjorie Roberts PC",4140,1
"Credit Systems International",4050,1
"Nancy Pelosi for Congress",4000,1
"Mires, Ran et al",4000,1
"Hoyer for Congress",4000,1
"Kevin McCarthy for Congress",4000,1
"Remi Properties",4000,1
"US Steel",4000,1
"Buschur Leasing LLC",4000,1
"Bold Ocean LLC",4000,1
"Professor & Author",4000,1
"Diverse Concepts",4000,1
"National Retail Federation",4000,1
"Cube Hydro Partners",4000,1
"Richard E Neal for Congress Cmte",4000,2
"Shore PAC",4000,2
"Century Marketing",3800,1
"Haury & Smith Contractors",3800,1
"National Flight Services",3800,1
"Bottoms Group",3800,1
"Croy Engineering",3800,1
"Perkins Coie",3775,1
"Robertson, Monagle & Eastaugh",3750,1
"Buffalo Marine Service",3700,1
Techstars,3700,1
"Hawaiian Airlines",3700,1
"Spectrum Interiors of Sc",3700,1
"Verplank Enterprises",3700,1
"EF Castleberry & Assoc",3700,1
"Frontera Resources",3700,1
"Civitas Capital Group",3500,1
"WestRock Co",3500,1
"International Assn of Health Coaches",3500,1
"Operating Engineers Local 68",3500,1
KeyCorp,3500,1
"Petromark Inc",3500,1
"Bains Ranches",3500,1
"Oscar's Liquor",3500,1
"Plumbers/Pipefitters Union Local 475",3500,1
"Diana Kayali",3500,1
"AFL-CIO Bldg/Construction Trades Dept",3500,1
"Donoghue, Barrett & Singal",3500,1
"GE Appliances",3500,2
"White Coat Waste",3500,1
"Zeid K Kayali",3500,1
"Ethan Capital",3500,1
"J&J Mechanical",3500,1
"American Assn of Airport Executives",3500,1
"James Group International",3497,1
"Wake Forest University",3350,1
"John Clark Oil",3334,1
"Daly Seven",3300,1
"Gartner & Bloom Pc",3250,1
"WNY Bd of Education",3200,1
"Lesco Logistics",3200,1
"Jones Walker LLP",3200,1
"Woda Group",3100,1
"Psc Crane & Rigging",3000,1
"American Pilots Assn",3000,1
"United Way",3000,1
"Re-Light America PAC",3000,1
"Anesthesia Service Medical Group",3000,1
"University of Massachusetts/Dartmouth",3000,1
"Rt Management Services LLC",3000,1
"Nuway Concessionaired",3000,1
"Humane Society Legislative Fund",3000,2
"Hartman & Hartman",3000,1
"James R Cash Auction & Real Estate",3000,1
"Kearney, Donovan & McGee",3000,1
"Alliance for Water Resources for Ventura County",3000,1
"Intl Fedn of Prof & Technical Engineers",3000,2
"Guam Shipyard",3000,1
"Tax Slayer LLC",3000,1
"Goodyear Tire & Rubber",3000,1
"Cicilline Cmte",3000,1
"Messer Construction",3000,1
"US Telecom Assn",3000,1
"Coffey Construction Co",3000,1
"Seaboard Corp",3000,1
"American Avk Co",3000,1
"Calfee, Halter & Griswold",3000,1
"Friends of Bill Posey",3000,1
"ATS Communications",3000,1
"Baxter Healthcare",3000,1
"Sazerac Co",2851,1
"Allied Feather & Down",2800,1
"William Gallagher Assoc",2800,1
"Ladjevardian & Assoc",2800,1
"Landmark Title Inc",2800,1
"L&N Federal Credit Union",2800,1
Tollfreeforwarding.Com,2800,1
"Assured Guaranty Municipal Corp",2800,1
"Armed Forces Marketing Council",2800,1
"Optimum Solutions",2800,1
"Hadco Corp",2800,1
"Tigua Indian Reservation",2800,1
"Edward Jones Investments",2800,1
"Harrison Metal",2800,1
"Progeny Systems                                   ",2800,1
"Puma Springs Vineyards",2800,1
"Land Mgr & Investor",2800,1
Mirus,2800,1
"Braly Group",2800,1
"Tower Investments Inc",2800,1
"Putnam Automotive",2800,1
"Union of Pan Asian Communities",2800,1
"Beaver Excavating",2800,1
"Middle Tennessee State University",2800,1
"Bodines Casino",2800,1
"Dts America",2800,1
"Drpeter J Mandell",2800,1
"Protiviti Consulting",2800,1
"Metropolitan Asset Advisors",2800,1
CarTronics,2800,1
"Hackman Capital Partners",2800,1
"Martin Management",2800,1
"Sandersville Railroad",2800,1
"General Wholesale Beer Co",2800,1
"Jewish Federation of Greater La",2800,1
"Robertson, Anschutz & Schneid, Pl",2800,1
"Northville Industries",2800,1
"Gen Manager",2800,1
"Crown Equipment Co",2800,1
"BJB Administrative Service",2800,1
"Seahawk Capital",2800,1
"Joel Reinstein PA",2800,1
"Seminole Tribe of Florida",2800,1
"River Products Co",2800,1
"Neo Ventures",2800,1
"G&C Autobody",2800,1
"Shernoff, Bidart et al                  ",2800,1
"Right Group",2800,1
"Audiovox Cellular",2800,1
"Silencer Shop",2800,1
"Advantage Fire",2800,1
"Brownells Inc",2800,1
"Central Indiana Education",2800,1
"K Rowe Investments LLC",2800,1
"Boyer Inc",2800,1
"San Pablo Lytton Casino",2800,1
"General Wholesale Co",2800,1
"Ziegler Tire & Oil",2800,1
"Hyde Foundation",2800,1
"Rothschild North America",2800,1
"Niskanen Center",2800,1
"Royalnest Corp",2800,1
"Rts Assoc",2800,1
"Runkle Law Firm",2800,1
"Global Blood Therapeutics",2800,1
"Northmark Inc",2800,1
"Associated Engineering Service",2800,1
"S&F Management Co",2800,1
"S&K Sales",2800,1
"Washington Intern Student Housing",2800,1
"Genova Burns LLC",2800,1
"Hill Manufacturing",2800,1
"Patterson Thoma Family Office",2800,1
"Sa White Oil",2800,1
Sabre88,2800,1
"Atlanticus Holdings",2800,1
"Geodesic Capital",2800,1
"Beverlin Manufacturing",2800,1
"Lipman Brothers",2800,1
"Martin Ventures",2800,1
"Bracken Resources",2800,1
"Pechanga Band of Luiseno Mission Indians",2800,1
"Peach State Federal Credit Union",2800,1
"Colony Group",2800,1
"Kendall Jackson Wines",2800,1
"Strategic Marketing Innovations",2800,1
"M&R Management",2800,1
"American Airlines Federal Credit Union",2800,1
"MedStar Health",2800,1
"Intuitive Research & Technology",2800,1
"Napoli Shkolnik PLLC",2800,1
"Law Offices of Jeremy Weinstein",2800,1
"Leading Properties LLC",2800,1
"Carla Roth Designs",2800,1
"Denova Homes",2800,1
"Ground Floor Public Affairs",2800,1
"Wj Sapp & Son",2800,1
"Eurpac Service",2800,1
"NFI Industries",2800,1
"Cer-Vue Lp",2800,1
"Kimble Clay & Limestone",2800,1
"Wise Automotive Consulting",2800,1
"Winning Strategies Washington",2800,1
"T Wilson Assoc",2800,1
"Greenleaf Health",2800,1
"Ovation Medical",2800,1
"TRT Holdings",2800,1
"State of Alabama",2800,1
"Amerasia Bank",2800,1
"Fogelman Management Group",2800,1
"Morgan Memorial Hospital",2800,1
"Magnolia Metal Corp",2800,1
HeartDocPAC,2800,1
"Big Express",2800,1
"Spensa Development Group",2800,1
"MAH Ready To Wear LLC",2800,1
"Willoway Nurseries",2800,1
Usa,2800,1
"Kohara Group",2800,1
"Parker Steel",2800,1
"Precision Custom Products Inc",2800,1
Banksouth,2800,1
"Dickson Realty",2800,1
"Universal Health Services",2800,1
"Greatland Lease & Management",2800,1
"HBK Investments",2800,1
"Bsp Boiler & Steam",2800,1
"T&T Marine Salvage",2800,1
"Princeton University",2750,1
"Pantex Americus",2750,1
"Vanantwerp Attorneys",2750,1
"Don Payne for Congress",2700,1
"Pinstripe Capital",2700,1
"Aaa Environmental",2700,1
"Arrowstar LLC",2700,1
"Chem-Tech Finishers",2700,1
"Herring Networks",2700,1
"McCarthy Strategic Solutions",2700,1
"Vkc Group",2700,1
"Davidson Kempner Capital Management",2700,1
"Linda's Coffee Shop",2700,1
"Infinite Investments Inc",2700,1
"Law Offices of Jeffery M Leving",2700,1
"WNY Board of Ed",2700,1
"Craig E Harrison, MDPA",2700,1
"Diversified Communications",2700,1
"I-Beam Colorado",2700,1
"Principal Financial Group",2700,1
"Newsweb Corp",2700,1
"Manaska County Gop",2700,1
"Wulfe & Co",2700,1
"Lovett -Woodsum Foundation",2700,1
"Texas Center For Cosmetic Dentistry",2700,1
"MDC Holdings",2700,1
"Farouk Systems",2700,1
"HMH Architecture",2700,1
"Jeffrey J Kimbell & Assoc",2700,1
"On Q Financial",2700,1
"Ang Law Firm",2700,1
"CNA Metals Ltd",2700,1
"Freedom Wireless Holdings",2700,1
"CNC Investments",2700,1
"Thomas Barron Inc",2700,1
"SSI Technologies",2700,1
"GRA Group",2700,1
"Bohemian Companies",2700,1
"Safti First",2700,1
"Ansh Labs LLC",2700,1
"Gordon-Creed, Kelley et al",2700,1
"Sandy River Co",2700,1
"Stress Engineering Services",2700,1
"New Belgium Brewing",2700,1
"KapStone Paper & Packaging",2700,1
"St Croix Tribal Council",2700,1
"Flexicon Corp",2700,1
"River Trading",2700,1
"Great Stuff",2700,1
"Kim R Smith Trucking",2700,1
"Miccosukee Tribe of Indians Of Florida",2700,1
"George E Warren Corp",2700,1
"Muscogee Creek Nation",2700,1
"John L Wortham & Son",2700,1
"Club for Conservatives",2700,1
"Cardiovascular Coalition",2700,1
"Riely Real Estate Group",2700,1
"Performance Advantage Co",2700,1
"Shape Security",2700,1
"Brask Inc",2700,1
"Three Feathers",2700,1
"Happy San Diego Cleaners",2700,1
"Doyle Law Firm",2700,1
"Alscott Inc",2700,1
"Gila River Indian Community",2700,1
"Confederated Tribes of Siletz Indians",2700,1
"Dowling Co",2700,1
"Sierra Frac Sand LLC",2700,1
"Nitya Capital",2700,1
"Giant Group",2700,1
"Education Fund of America",2700,1
"Intensity Ventures",2700,1
"Eddy Pump Corp",2700,1
"Osage Nation General Fund",2700,1
"Gloo Holdings",2700,1
"Celebration Church",2700,1
"University of Mississippi",2600,1
"Um Holdings",2554,1
"University of Texas Medical Branch",2550,1
"Renewable Energy Group",2500,1
"Up PAC",2500,1
"Renasant Bank",2500,1
"Brandt Co",2500,1
"Riverdale Schools Bronx Ny",2500,1
"Zeeba Real Estate",2500,1
"National Concrete Masonry Assn",2500,1
"National Funeral Directors Assn",2500,1
"Sheridan Capital Partners",2500,1
"Federation of Employers/Workers of America",2500,1
"Nossaman LLP",2500,1
"Independent Film & Music",2500,1
"Cumberland Farms",2500,1
"American Seed Trade Assn",2500,1
"Servpro of Boise",2500,1
"Corteva Agriscience",2500,1
"Western Energy Alliance",2500,1
"Service Corp International",2500,1
"36th Ward Pac",2500,1
"Retail Industry Leaders Assn",2500,1
"Rising Real Estate Group",2500,1
"Solvay America",2500,1
"Charles Blalock & Sons",2500,1
"Adventist Health White Memorial Chaita",2500,1
"JM Family Enterprises",2500,1
"Perry McCall Construction",2500,1
"Vinson & Elkins",2500,1
"Writers Guild of America West",2500,1
"Florida Transportation Builders Assn",2500,1
"American Wind Energy Assn",2500,1
"Viad Corp",2500,1
"John C Creuzot Campaign",2500,1
"Checksmart Financial",2500,1
"Wolfchase Toyota",2500,1
"WSP worldwide",2500,1
"Thorsen French Advocacy",2500,1
"America's Future Fund PAC",2500,1
"Maxar Technologies",2500,1
"Unitypoint Health",2500,1
"ASPIRE PAC",2500,1
"Texcom Cellular",2500,1
"End Citizens United                               ",2500,1
"Zip Scripts",2500,1
"Emerson Investment Group",2500,1
"Oneil Group",2500,1
"Mercury Air Group",2500,1
"International Assn Of Plastics Distribution",2500,1
"Prestige Oysters",2500,1
"Office of Jerry B Epstein",2500,1
"Nexstar Media Group",2500,1
"Cowboy PAC",2500,1
"S&P Global",2500,1
"Pacific Resource Recovery Services",2500,1
"Kraft Heinz Co",2500,1
"Harlan Capital Partners",2500,1
"MillerCoors LLC",2500,1
"Loudhouse Productions",2500,1
"Twinlogic Strategies",2500,2
"Mid Manhattan PAC",2500,1
"Niki Tsongas Cmte",2500,1
"All Florida Orthopaedic Assoc",2500,1
"Analytical Graphics Inc",2500,1
"Biotechnology Innovation Organization",2500,1
"Berkeley & Co",2500,1
"Newmont Goldcorp",2500,1
"Brownstein, Hyatt et al                 ",2500,1
"Safeway Inc",2500,1
Gta,2500,1
"Novartis Corp",2500,1
"Democracy Toolbox",2500,1
"Nammo Talley Inc",2500,1
"Career Education Colleges & Universities",2500,1
"Commerce Casino",2500,1
"CDM Smith",2500,1
"Children's Hospital Los Angeles",2500,1
"Career Education Corp",2500,1
"Crawford-Baecker Inc",2350,1
"Bergin Screen Printing & Etching",2250,1
"Hill Country Class 3 LLC",2200,1
"Biomarin Pharmaceutical",2050,1
"WEC Energy Group",2000,1
"Niagara International Capital",2000,1
"Scarinci & Hollenbeck",2000,1
"Buffalo Niagara Retina",2000,1
"Blalock & Sons",2000,1
"American Sugarbeet Growers Assn",2000,1
"Jeff Duncan for Congress",2000,1
"Hillcroft Physicians Pa",2000,1
"Mattoon & Assoc",2000,1
"Ada's Trust & Investment",2000,1
"Washington PAC",2000,1
Adm,2000,1
"California Assn of Marriage/Fam Therapy",2000,1
"Masengill Marketing",2000,1
"Five Oaks Development",2000,1
"Kilpatrick Townsend",2000,1
"Buck for Colorado 2016",2000,1
"University of Texas/San Antonio                   ",2000,1
"Delloite & Touche",2000,1
"Blue Owl LLC",2000,1
"American Beverage Assn",2000,1
"Carlson Software",2000,1
Ersi,2000,1
"Takin Back America",2000,1
"Industrial Supply                                 ",2000,1
Epc,2000,1
"Emmer for Congress",2000,1
"Recording Industry Assn of America",2000,1
"Casa Manito Furniture",2000,1
"Threlkeld & Co",2000,1
"Missouri ACRE",2000,1
"Paragon Medical Management",2000,1
"Eb5 Investors Magazine",2000,1
"Opm Properties",2000,1
"Minn-Dak Farmers Co-Op",2000,1
"Prof Engineers in California Government",2000,1
"US Dept of Defense",2000,1
"Realogy Corp",2000,1
"Environmental Defense Action Fund",2000,1
"American Intellectual Property Law Assn",2000,1
"Chattanooga Orthopaedic Group",2000,1
"Brunswick Corp",2000,1
"Van Conway & Partners",2000,1
"Southwest Realty Group",2000,1
"Sprint Corp",2000,1
"National School Transportation Assn",2000,1
Pcca,2000,1
"Fearless PAC",2000,1
"Vestin Mortgage",2000,1
"Curt Clawson - the Outsider for Congress Cmte",2000,1
"Greatland Living",2000,1
"American Family Mutual Insurance",2000,1
"Viam Manufacturing",2000,1
"America Unlimited",1880,1
"Juggrnaut Industries",1800,1
"CARTER PAC",1500,1
"Tri-Cities Skin & Cancer",1500,1
"Organic Trade Assn",1500,1
"Texas Timberjack",1500,1
"Neale Creek LLC",1500,1
"Gray Plant Mooty",1500,1
"Charles Blalock & Assoc",1500,1
"State of Franklin Healthcare",1500,1
"Gentium Strategies",1500,1
"Winstead PC",1250,1
"Citizens National Bank",1250,1
"Venture Resorts",1250,1
"Ushealth Advisors",1170,1
"Wells Capital Management",1125,1
"Siemann Law Firm",1100,1
"Cormac Group",1000,1
"Association of Equipment Manufacturers",1000,1
150PAC.org,1000,1
"Clear Channel Outdoor",1000,1
"Young Republicans",1000,1
"Association for Accessible Medicines",1000,1
"AFL-CIO Transportation Trades Dept",1000,1
"Yu Shan Co",1000,1
"Hope Medical",1000,1
"Hudson Institute",1000,1
"Main Place Liberty Group",1000,1
"Bear Creek Smokehouse",1000,1
"Weldmac Manufacturing Co",1000,1
"Tyler Nephrology Assoc",1000,1
"Eisai Inc",1000,1
"National Rifle Assn",1000,1
"Purchasing Services Inc",1000,1
"National Right to Work Cmte",1000,1
"Pueblo of Laguna",1000,1
"East Texas Medical Center",1000,1
"East Texas Fasteners",1000,1
"Sloan State Bank",1000,1
"Retired-Delta Dental",1000,1
"Judy Chu for Congress",1000,1
"Eagle Global Advisors",1000,1
"Eaf Manager",1000,1
"Hanson Real Estate",1000,1
"Dunlap Roofing",1000,1
"Tufts Medical",1000,1
"Tufts University",1000,1
"Animal Pest Mgnt Svc",1000,1
"National Nurses United",1000,1
"Emcor Securities",1000,1
"Spotify USA",1000,1
"Mustang Engineering",1000,1
"Excelsior Orthopaedics",1000,1
"American Commercial Lines",1000,1
"American Beverage Licensees",1000,1
"Kimball Brousseau Llp",1000,1
"Rebecca Hagelin Communications",1000,1
"Kelley, Drye & Warren",1000,1
"It Management Corp",1000,1
"Massachusetts Biotechnology Council",1000,1
"Tg Warehouse LLC",1000,1
"Mulvaney for Congress",1000,1
"Kao Preclinical Services",1000,1
"Boston Medical Center",1000,1
"Ra Snyder Properties",1000,1
"Tectonic Ventures",1000,1
"Entrepreneurs Foundation",1000,1
"Texas Farm Products",1000,1
"American Bus Assn",1000,1
Campaign,1000,1
"National Wooden Pallet & Container Assn",1000,1
"Goode Realty",1000,1
Hemic,1000,1
"SFMG Wealth",1000,1
Cycny,1000,1
"Vicky Hartzler for Congress",1000,1
Csis,1000,1
"Crystal Window & Door Systems",1000,1
"Line Hotel",1000,1
"WC Smith Co",1000,1
"SC Johnson & Son",1000,1
"Crescent River Port Pilots",1000,1
"Chicago Bridge & Iron",1000,1
"BTH Bank",1000,1
"Rural America Counts PAC",1000,1
"Washington Gas Light Co",1000,1
"Hill-Rom Holdings",1000,1
"Roosevelt Group",1000,1
"Waterville Consulting",1000,1
"Dan Donovan for Congress",1000,1
"VNA Holding",1000,1
"Jing Cheong Asia",1000,1
"Schartz Center, Mass General Hospital",1000,1
"Allpoints Land Survey",1000,1
"Don's T V & Appliance",1000,1
"Rio Grande Valley Sugar Growers",1000,1
"Harvard University Business School",1000,1
"Metric Construction",1000,1
"Johnson Gray Advertising",1000,1
"Ne Baptist Hospital",1000,1
Rdi,1000,1
"Jewish Community PAC of Pittsburgh",1000,1
"Alcoa Corp",1000,1
"Airports Council Intl/North America",1000,1
Meats,1000,1
"Georgia Oilmen's Assn",1000,1
"Agentis Management",1000,1
"Chappelle Development Co",1000,1
"American Motorcyclist Assn",750,2
"Grassroots Awareness",750,1
"First Coast Cardiovascular Institute",600,1
"Jefferson Lab",600,1
"Shoals Technologies",600,1
"Tableau Software",600,1
"Solovis Inc",578,1
"Citicraze Casualwear",500,1
Pregis,500,1
"Santa Barbara Imaging LLC",500,1
"Sioux City Truck Sales",500,1
Cnos,500,1
"Sioux City Schools",500,1
"Tgm Pizza",500,1
"Raymond James & Assoc",500,1
"National Weather Service Employees Org",500,1
"NG Rozendaal Farm",500,1
"Priority Co",500,1
"Cardiovascular Surgery of Alexandria",500,1
"P&E Properties",500,1
"Lisboa Inc",400,1
"Republican Party of American Samoa",400,1
"US Army",365,1
"Andrew Farms",350,1
"Icx Transportation",324,1
"Dynamics Inc",324,1
"New York Legal Assistance Group",300,1
"Town of Victor",300,1
"Panama Transfer",300,1
"Residential Contractor",300,1
"Kaikodo LLC",300,1
"Cooper & Kirk                           ",250,1
"Heavy Equipment Manufacturing",250,1
"Van Diest Supply Co",250,1
"Kimil Co",250,1
"Stoney Creek Hospitality",250,1
"Agri Drain Corp",250,1
"Rabbi & Teacher",180,1
"Barretto Bay Strategies",150,1
"Brach Machine",110,1
"Elaine Wolfe Design",110,1
"Ranco Corp",110,1
"Lantis Enterprise",100,1
"Sullivan Street Consulting",100,1
"Jolan Rhodes Mdpa",100,1
"Cass Communications Management",100,1
"Msm Property",100,1
"CS Behler",100,1
"University Emergency Medical",75,1
"Town of Orchard Park",55,1
"Garwood Medical Devices LLC",55,1
"Realty Usa",55,1
"Accent Stripe Inc",55,1
"Erie County Water Authority",55,1
"TM Montante Development",55,1
"MJ Peterson Corp",55,1
"WWKB Radio",55,1
"Mach 2 Management",55,1
"Montgomery's Building Sup",55,1
"Pratt Hobbies",55,1
"Foit-Albert Assoc",55,1
"Drasgow Machine",55,1
"Gateway Consulting Group",55,1
"Robshaw & Voelkl Pc",55,1
"Genesee County, NY",55,1
"Ecology & Environment",55,1
"Town of Farmington",55,1
"Ford Gum & Machine Co",55,1
