donation_number,donor,legislator,amount,releasedate
355,"Dunlap & Kyle",N00003280,23600,"2019-10-16 00:00:00 +0000"
356,"Seemann Composites",N00003280,22100,"2019-10-16 00:00:00 +0000"
357,"Ergon Inc",N00003280,21600,"2019-10-16 00:00:00 +0000"
358,"Pruet Oil",N00003280,21600,"2019-10-16 00:00:00 +0000"
359,"Rumsfeld Foundation",N00003280,21600,"2019-10-16 00:00:00 +0000"
360,"Cubic Corp",N00003280,20800,"2019-10-16 00:00:00 +0000"
361,"Making Business Excel PAC",N00009888,15000,"2019-10-16 00:00:00 +0000"
362,"Adtalem Global Education",N00009888,12500,"2019-10-16 00:00:00 +0000"
363,"Bristol-Myers Squibb",N00009888,10000,"2019-10-16 00:00:00 +0000"
364,"Pan Am Equities",N00009888,10000,"2019-10-16 00:00:00 +0000"
365,"American Veterinary Medical Assn",N00009888,9000,"2019-10-16 00:00:00 +0000"
366,"Smith & Nephew",N00009888,9000,"2019-10-16 00:00:00 +0000"
367,"C&A Marketing",N00009888,7900,"2019-10-16 00:00:00 +0000"
368,"Blue Cross & Blue Shield Assn",N00009888,7500,"2019-10-16 00:00:00 +0000"
369,"Society of Thoracic Surgeons",N00009888,6500,"2019-10-16 00:00:00 +0000"
370,"Daiichi Sankyo Inc",N00009888,5500,"2019-10-16 00:00:00 +0000"
371,"Independence Blue Cross",N00009888,5500,"2019-10-16 00:00:00 +0000"
372,"Jadabe Properties",N00009888,5400,"2019-10-16 00:00:00 +0000"
373,"Microsoft Corp",N00009888,5400,"2019-10-16 00:00:00 +0000"
374,"Crowell & Moring",N00009888,5300,"2019-10-16 00:00:00 +0000"
375,"Azar Decorating",N00009888,5200,"2019-10-16 00:00:00 +0000"
376,"Rochester Medical                                 ",N00009888,5200,"2019-10-16 00:00:00 +0000"
377,"American College of Physicians Services",N00009888,5000,"2019-10-16 00:00:00 +0000"
378,"American College of Rheumatology",N00009888,5000,"2019-10-16 00:00:00 +0000"
379,"American Lighting Assn",N00009888,5000,"2019-10-16 00:00:00 +0000"
380,"American Speech-Language-Hearing Assn",N00009888,5000,"2019-10-16 00:00:00 +0000"
381,"AmerisourceBergen Corp",N00009888,5000,"2019-10-16 00:00:00 +0000"
382,"AstraZeneca Pharmaceuticals",N00009888,5000,"2019-10-16 00:00:00 +0000"
383,"AT&T Inc",N00009888,5000,"2019-10-16 00:00:00 +0000"
384,"Becton, Dickinson & Co",N00009888,5000,"2019-10-16 00:00:00 +0000"
385,"Cardinal Health",N00009888,5000,"2019-10-16 00:00:00 +0000"
386,"Cigna Corp",N00009888,5000,"2019-10-16 00:00:00 +0000"
387,"Cintas Corp",N00009888,5000,"2019-10-16 00:00:00 +0000"
388,"Edwards Lifesciences",N00009888,5000,"2019-10-16 00:00:00 +0000"
389,"Express Scripts",N00009888,5000,"2019-10-16 00:00:00 +0000"
390,"LifePoint Health",N00009888,5000,"2019-10-16 00:00:00 +0000"
391,"Mimedx Group",N00009888,5000,"2019-10-16 00:00:00 +0000"
392,"Project West PAC",N00009888,5000,"2019-10-16 00:00:00 +0000"
393,"Prudential Financial",N00009888,5000,"2019-10-16 00:00:00 +0000"
394,"Thompson Coburn LLP",N00009888,5000,"2019-10-16 00:00:00 +0000"
395,"UBS Americas",N00009888,5000,"2019-10-16 00:00:00 +0000"
396,"WellCare Health Plans",N00009888,5000,"2019-10-16 00:00:00 +0000"
397,"Welsh, Carson et al",N00009888,5000,"2019-10-16 00:00:00 +0000"
398,"Woodbranch Investments                            ",N00009888,5000,"2019-10-16 00:00:00 +0000"
399,"Zimmer Biomet",N00009888,5000,"2019-10-16 00:00:00 +0000"
400,"Telapex Inc",N00003328,63050,"2019-06-10 00:00:00 +0000"
401,"General Atomics",N00003328,53500,"2019-06-10 00:00:00 +0000"
402,"Tenax Aerospace",N00003328,51700,"2019-06-10 00:00:00 +0000"
403,"Boeing Co",N00003328,44300,"2019-06-10 00:00:00 +0000"
404,"Votesane PAC",N00003328,43500,"2019-06-10 00:00:00 +0000"
405,"Sanderson Farms",N00003328,40500,"2019-06-10 00:00:00 +0000"
406,"Baker, Donelson et al",N00003328,35300,"2019-06-10 00:00:00 +0000"
407,"Biloxi Freezing & Processing",N00003328,33200,"2019-06-10 00:00:00 +0000"
408,"Huntington Ingalls Industries",N00003328,32200,"2019-06-10 00:00:00 +0000"
409,"Airbus Group",N00003328,28600,"2019-06-10 00:00:00 +0000"
410,"Butler Snow LLP",N00003328,27900,"2019-06-10 00:00:00 +0000"
411,"Cornerstone Government Affairs",N00003328,26950,"2019-06-10 00:00:00 +0000"
412,"Seemann Composites",N00003328,26800,"2019-06-10 00:00:00 +0000"
413,"Balch & Bingham",N00003328,26450,"2019-06-10 00:00:00 +0000"
414,"Raytheon Co",N00003328,25750,"2019-06-10 00:00:00 +0000"
415,"Senate Victory Fund",N00003328,25000,"2019-06-10 00:00:00 +0000"
416,"Ergon Inc",N00003328,24200,"2019-06-10 00:00:00 +0000"
417,"USA Rice Federation",N00003328,23000,"2019-06-10 00:00:00 +0000"
418,"Ross & Yerger",N00003328,22600,"2019-06-10 00:00:00 +0000"
419,"Mississippi Power",N00003328,22500,"2019-06-10 00:00:00 +0000"
420,"Blackstone Group",N00000491,63800,"2019-10-16 00:00:00 +0000"
421,"General Dynamics",N00000491,37000,"2019-10-16 00:00:00 +0000"
422,"McNa Dental Plans",N00000491,32800,"2019-10-16 00:00:00 +0000"
423,"Elliott Management",N00000491,26400,"2019-10-16 00:00:00 +0000"
424,"Beztak Companies",N00000491,16800,"2019-10-16 00:00:00 +0000"
425,"Neuberger Berman LLC",N00000491,16800,"2019-10-16 00:00:00 +0000"
426,"Pilot Flying J",N00000491,16800,"2019-10-16 00:00:00 +0000"
427,"Sequoia Capital",N00000491,16800,"2019-10-16 00:00:00 +0000"
428,"Reyes Holdings",N00000491,16200,"2019-10-16 00:00:00 +0000"
429,"American Council Of Life Insurers",N00000491,15600,"2019-10-16 00:00:00 +0000"
430,"Trian Partners",N00000491,15100,"2019-10-16 00:00:00 +0000"
431,"Lockheed Martin",N00000491,14750,"2019-10-16 00:00:00 +0000"
432,"Anthem Inc",N00000491,14500,"2019-10-16 00:00:00 +0000"
433,"Blue Cross & Blue Shield Assn",N00000491,13700,"2019-10-16 00:00:00 +0000"
434,"Pinnacle West Capital",N00000491,13400,"2019-10-16 00:00:00 +0000"
435,"Gibson, Dunn & Crutcher",N00000491,13100,"2019-10-16 00:00:00 +0000"
436,"American Forest & Paper Assn",N00000491,12000,"2019-10-16 00:00:00 +0000"
437,"Atlas Holdings",N00000491,11800,"2019-10-16 00:00:00 +0000"
438,"Anesthesia Assoc of Southern Illinois",N00000491,11200,"2019-10-16 00:00:00 +0000"
439,"AQR Capital Management",N00000491,11200,"2019-10-16 00:00:00 +0000"
440,"Axiom International Investors",N00000491,11200,"2019-10-16 00:00:00 +0000"
441,"Feldman Auto",N00000491,11200,"2019-10-16 00:00:00 +0000"
442,"GCI Group",N00000491,11200,"2019-10-16 00:00:00 +0000"
443,"Great Point Partners",N00000491,11200,"2019-10-16 00:00:00 +0000"
444,"High Meadows Foundation",N00000491,11200,"2019-10-16 00:00:00 +0000"
445,"Hunt Oil",N00000491,11200,"2019-10-16 00:00:00 +0000"
446,"Motorola Solutions",N00000491,11200,"2019-10-16 00:00:00 +0000"
447,"Netgen Management LLC",N00000491,11200,"2019-10-16 00:00:00 +0000"
448,"New Balance Athletics",N00000491,11200,"2019-10-16 00:00:00 +0000"
449,"Olney Bancshares of Texas                         ",N00000491,11200,"2019-10-16 00:00:00 +0000"
450,"SGH Companies                                     ",N00000491,11200,"2019-10-16 00:00:00 +0000"
451,"Southern Waste Systems",N00000491,11200,"2019-10-16 00:00:00 +0000"
452,"TGS Management",N00000491,11200,"2019-10-16 00:00:00 +0000"
453,"Thoma Bravo LLC",N00000491,11200,"2019-10-16 00:00:00 +0000"
454,"Triple Creek Ranch",N00000491,11200,"2019-10-16 00:00:00 +0000"
455,"Yancey Brothers",N00000491,11200,"2019-10-16 00:00:00 +0000"
456,"Apollo Global Management",N00024852,101600,"2019-10-16 00:00:00 +0000"
457,"KKR & Co",N00024852,60900,"2019-10-16 00:00:00 +0000"
458,"Paul, Weiss et al",N00024852,59400,"2019-10-16 00:00:00 +0000"
459,"Energy Transfer Partners",N00024852,44050,"2019-10-16 00:00:00 +0000"
460,"Apollo Management",N00024852,43400,"2019-10-16 00:00:00 +0000"
461,"Zachry Holdings",N00024852,39300,"2019-10-16 00:00:00 +0000"
462,"Fidelity Investments",N00024852,39100,"2019-10-16 00:00:00 +0000"
463,"Chevron Corp",N00024852,37000,"2019-10-16 00:00:00 +0000"
464,"GEO Group",N00024852,36600,"2019-10-16 00:00:00 +0000"
465,"Duty Free Americas",N00024852,33600,"2019-10-16 00:00:00 +0000"
466,"General Atomics",N00024852,32700,"2019-10-16 00:00:00 +0000"
467,"Dell Technologies",N00024852,29000,"2019-10-16 00:00:00 +0000"
468,"Silver Eagle Distributors",N00024852,28900,"2019-10-16 00:00:00 +0000"
469,"Bobby Cox Companies",N00024852,28000,"2019-10-16 00:00:00 +0000"
470,"Akin, Gump et al",N00024852,27900,"2019-10-16 00:00:00 +0000"
471,"International Bank of Commerce",N00024852,26800,"2019-10-16 00:00:00 +0000"
472,"Fresenius Medical Care",N00024852,26250,"2019-10-16 00:00:00 +0000"
473,"Blackstone Group",N00024852,26200,"2019-10-16 00:00:00 +0000"
474,"Envision Healthcare",N00024852,26100,"2019-10-16 00:00:00 +0000"
475,"Charter Brokerage LLC",N00024852,26000,"2019-10-16 00:00:00 +0000"
476,"Power, Rogers & Smith",N00004981,60899,"2019-10-16 00:00:00 +0000"
477,"Cooney & Conway",N00004981,48135,"2019-10-16 00:00:00 +0000"
478,"United Airlines",N00004981,46851,"2019-10-16 00:00:00 +0000"
479,JStreetPAC,N00004981,42286,"2019-10-16 00:00:00 +0000"
480,"Aar Corp",N00004981,38700,"2019-10-16 00:00:00 +0000"
481,"Simmons Hanly Conroy",N00004981,38400,"2019-10-16 00:00:00 +0000"
482,"General Dynamics",N00004981,29400,"2019-10-16 00:00:00 +0000"
483,"BAE Systems",N00004981,28956,"2019-10-16 00:00:00 +0000"
484,"Corboy & Demetrio",N00004981,27310,"2019-10-16 00:00:00 +0000"
485,"Kirkland & Ellis",N00004981,26870,"2019-10-16 00:00:00 +0000"
486,"Jenner & Block",N00004981,26624,"2019-10-16 00:00:00 +0000"
487,"Clifford Law Offices",N00004981,24400,"2019-10-16 00:00:00 +0000"
488,"State of Illinois",N00004981,24339,"2019-10-16 00:00:00 +0000"
489,"Baker & McKenzie",N00004981,24132,"2019-10-16 00:00:00 +0000"
490,"Simmons Law Firm",N00004981,22150,"2019-10-16 00:00:00 +0000"
491,"Willis Towers Watson",N00004981,21802,"2019-10-16 00:00:00 +0000"
492,"MacAndrews & Forbes",N00004981,21000,"2019-10-16 00:00:00 +0000"
493,"CME Group",N00004981,20549,"2019-10-16 00:00:00 +0000"
494,"Salvi, Schostok & Pritchard",N00004981,18900,"2019-10-16 00:00:00 +0000"
495,"Apollo Management",N00004981,18800,"2019-10-16 00:00:00 +0000"
496,"Common Values PAC",N00006249,15000,"2019-10-16 00:00:00 +0000"
497,"Fund for a Conservative Future",N00006249,15000,"2019-10-16 00:00:00 +0000"
498,"Project West PAC",N00006249,15000,"2019-10-16 00:00:00 +0000"
499,"Alamo PAC",N00006249,10000,"2019-10-16 00:00:00 +0000"
500,"Cloud Peak Energy Resources",N00006249,10000,"2019-10-16 00:00:00 +0000"
501,"One Georgia PAC",N00006249,10000,"2019-10-16 00:00:00 +0000"
502,"Sinclair Companies",N00006249,8100,"2019-10-16 00:00:00 +0000"
503,BP,N00006249,8000,"2019-10-16 00:00:00 +0000"
504,"Northwestern Mutual Life Insurance",N00006249,6250,"2019-10-16 00:00:00 +0000"
505,"Believe In America PAC                            ",N00006249,5600,"2019-10-16 00:00:00 +0000"
506,"American Assn of Clinical Urologists",N00006249,5000,"2019-10-16 00:00:00 +0000"
507,"American Osteopathic Assn",N00006249,5000,"2019-10-16 00:00:00 +0000"
508,"American Trucking Assns",N00006249,5000,"2019-10-16 00:00:00 +0000"
509,"Arkansas for Leadership",N00006249,5000,"2019-10-16 00:00:00 +0000"
510,"Bayer Corp",N00006249,5000,"2019-10-16 00:00:00 +0000"
511,"Dirigo PAC",N00006249,5000,"2019-10-16 00:00:00 +0000"
512,"Exxon Mobil",N00006249,5000,"2019-10-16 00:00:00 +0000"
513,"Gilead Sciences",N00006249,5000,"2019-10-16 00:00:00 +0000"
514,"Halliburton Co",N00006249,5000,"2019-10-16 00:00:00 +0000"
515,"Jobs, Opportunity & New Ideas PAC",N00006249,5000,"2019-10-16 00:00:00 +0000"
516,"Merck & Co",N00006249,5000,"2019-10-16 00:00:00 +0000"
517,"National Rural Electric Cooperative Assn",N00006249,5000,"2019-10-16 00:00:00 +0000"
518,"National Stone, Sand & Gravel Assn",N00006249,5000,"2019-10-16 00:00:00 +0000"
519,"Northrop Grumman",N00006249,5000,"2019-10-16 00:00:00 +0000"
520,"Peter Norbeck Leadership PAC",N00006249,5000,"2019-10-16 00:00:00 +0000"
521,PricewaterhouseCoopers,N00006249,5000,"2019-10-16 00:00:00 +0000"
522,"Responsibility & Freedom Work PAC",N00006249,5000,"2019-10-16 00:00:00 +0000"
523,"Tenn PAC",N00006249,5000,"2019-10-16 00:00:00 +0000"
524,"Together Holding Our Majority PAC",N00006249,5000,"2019-10-16 00:00:00 +0000"
525,"Lockheed Martin",N00009975,57200,"2019-10-16 00:00:00 +0000"
526,"Nelson, Mullins et al",N00009975,38796,"2019-10-16 00:00:00 +0000"
527,"JUUL Labs                                         ",N00009975,32800,"2019-10-16 00:00:00 +0000"
528,"PVS Chemicals",N00009975,32400,"2019-10-16 00:00:00 +0000"
529,"Motley Rice LLC",N00009975,28400,"2019-10-16 00:00:00 +0000"
530,"Nextera Energy",N00009975,26500,"2019-10-16 00:00:00 +0000"
531,"Land O'Lakes",N00009975,23550,"2019-10-16 00:00:00 +0000"
532,"National Assn of Broadcasters",N00009975,23200,"2019-10-16 00:00:00 +0000"
533,"Beasley, Allen et al",N00009975,23000,"2019-10-16 00:00:00 +0000"
534,"MacAndrews & Forbes",N00009975,22300,"2019-10-16 00:00:00 +0000"
535,"Sequoia Capital",N00009975,22200,"2019-10-16 00:00:00 +0000"
536,"GoldenTree Asset Management",N00009975,21800,"2019-10-16 00:00:00 +0000"
537,"Baystate Medical Center",N00009975,21600,"2019-10-16 00:00:00 +0000"
538,"Capital Group Companies",N00009975,20800,"2019-10-16 00:00:00 +0000"
539,"Oracle Corp",N00009975,20500,"2019-10-16 00:00:00 +0000"
540,"Woodbranch Investments",N00009975,20400,"2019-10-16 00:00:00 +0000"
541,"DCI Group",N00009975,20000,"2019-10-16 00:00:00 +0000"
542,"Carlyle Group",N00009975,16600,"2019-10-16 00:00:00 +0000"
543,"Nimeks Organics",N00009975,16200,"2019-10-16 00:00:00 +0000"
544,"Rdl Inc",N00009975,16200,"2019-10-16 00:00:00 +0000"
545,Ulf,N00009975,16200,"2019-10-16 00:00:00 +0000"
546,"COLSA Corp",N00005582,28000,"2019-10-16 00:00:00 +0000"
547,Valero,N00005582,26600,"2019-10-16 00:00:00 +0000"
548,"OGE Energy",N00005582,24170,"2019-10-16 00:00:00 +0000"
549,"General Dynamics",N00005582,21500,"2019-10-16 00:00:00 +0000"
550,"Spirit Aerosystems",N00005582,19850,"2019-10-16 00:00:00 +0000"
551,"Williams Companies",N00005582,16000,"2019-10-16 00:00:00 +0000"
552,"Kratos Defense & Security Solutions",N00005582,15500,"2019-10-16 00:00:00 +0000"
553,"HollyFrontier Corp",N00005582,15000,"2019-10-16 00:00:00 +0000"
554,"ONEOK Inc",N00005582,12800,"2019-10-16 00:00:00 +0000"
555,"Textron Inc",N00005582,12500,"2019-10-16 00:00:00 +0000"
556,"Valero Energy",N00005582,12000,"2019-10-16 00:00:00 +0000"
557,"AAR Corp",N00005582,11700,"2019-10-16 00:00:00 +0000"
558,"Williams & Jensen",N00005582,11550,"2019-10-16 00:00:00 +0000"
559,"Breland Homes",N00005582,11200,"2019-10-16 00:00:00 +0000"
560,"Midfirst Bank",N00005582,11200,"2019-10-16 00:00:00 +0000"
561,"Quantum Research International",N00005582,11200,"2019-10-16 00:00:00 +0000"
562,"Magellan Midstream Partners",N00005582,11189,"2019-10-16 00:00:00 +0000"
563,"General Electric",N00005582,11000,"2019-10-16 00:00:00 +0000"
564,"Sierra Nevada Corp",N00005582,10900,"2019-10-16 00:00:00 +0000"
565,"Bluewater International",N00005582,10800,"2019-10-16 00:00:00 +0000"
566,"Blackstone Group",N00003389,93000,"2019-10-16 00:00:00 +0000"
567,"United Parcel Service",N00003389,90750,"2019-10-16 00:00:00 +0000"
568,"Votesane PAC",N00003389,84100,"2019-10-16 00:00:00 +0000"
569,"Eli Lilly & Co",N00003389,65800,"2019-10-16 00:00:00 +0000"
570,NorPAC,N00003389,55000,"2019-10-16 00:00:00 +0000"
571,"DaVita Inc",N00003389,54500,"2019-10-16 00:00:00 +0000"
572,"KKR & Co",N00003389,52886,"2019-10-16 00:00:00 +0000"
573,"GEO Group",N00003389,50000,"2019-10-16 00:00:00 +0000"
574,"MetLife Inc",N00003389,50000,"2019-10-16 00:00:00 +0000"
575,"Brownstein, Hyatt et al",N00003389,48050,"2019-10-16 00:00:00 +0000"
576,"Pfizer Inc",N00003389,45099,"2019-10-16 00:00:00 +0000"
577,"LHC Group",N00003389,42900,"2019-10-16 00:00:00 +0000"
578,"Alkermes Inc",N00003389,37500,"2019-10-16 00:00:00 +0000"
579,"Altria Group",N00003389,37000,"2019-10-16 00:00:00 +0000"
580,"Comcast Corp",N00003389,36600,"2019-10-16 00:00:00 +0000"
581,"Kindred Healthcare",N00003389,35650,"2019-10-16 00:00:00 +0000"
582,"Goldman Sachs",N00003389,34700,"2019-10-16 00:00:00 +0000"
583,"Select Medical Corp",N00003389,30600,"2019-10-16 00:00:00 +0000"
584,"Quicken Loans",N00003389,28800,"2019-10-16 00:00:00 +0000"
585,"GoldenTree Asset Management",N00003389,28700,"2019-10-16 00:00:00 +0000"
586,"Intel Corp",N00029303,33278,"2019-10-16 00:00:00 +0000"
587,JStreetPAC,N00029303,32405,"2019-10-16 00:00:00 +0000"
588,"Oregon Health & Science University",N00029303,27496,"2019-10-16 00:00:00 +0000"
589,"Matthews International Capital Management",N00029303,24200,"2019-10-16 00:00:00 +0000"
590,"League of Conservation Voters",N00029303,22591,"2019-10-16 00:00:00 +0000"
591,"University of Oregon",N00029303,18170,"2019-10-16 00:00:00 +0000"
592,"Oregon State University",N00029303,17588,"2019-10-16 00:00:00 +0000"
593,"Portland State University",N00029303,16834,"2019-10-16 00:00:00 +0000"
594,"State of Oregon",N00029303,14700,"2019-10-16 00:00:00 +0000"
595,"Digital Vision Inc",N00029303,12395,"2019-10-16 00:00:00 +0000"
596,"Lane Powell PC",N00029303,11750,"2019-10-16 00:00:00 +0000"
597,"Blue Basin Beef",N00029303,11200,"2019-10-16 00:00:00 +0000"
598,"Wndrco LLC",N00029303,11200,"2019-10-16 00:00:00 +0000"
599,"Mountain Rose Herbs",N00029303,11000,"2019-10-16 00:00:00 +0000"
600,"Northwest Permanente",N00029303,10825,"2019-10-16 00:00:00 +0000"
601,"Kaiser Permanente",N00029303,10757,"2019-10-16 00:00:00 +0000"
602,"Smith, Dawson & Andrews",N00029303,10500,"2019-10-16 00:00:00 +0000"
603,"Thrivent Financial",N00029303,10250,"2019-10-16 00:00:00 +0000"
604,"American Federation of Teachers",N00029303,10000,"2019-10-16 00:00:00 +0000"
605,"Getting Stuff Done PAC",N00029303,10000,"2019-10-16 00:00:00 +0000"
606,Impact,N00029303,10000,"2019-10-16 00:00:00 +0000"
607,"Motor City PAC",N00029303,10000,"2019-10-16 00:00:00 +0000"
608,"Narragansett Bay PAC",N00029303,10000,"2019-10-16 00:00:00 +0000"
609,"General Dynamics",N00000362,69050,"2019-10-16 00:00:00 +0000"
610,"Harris Corp",N00000362,53675,"2019-10-16 00:00:00 +0000"
611,"Walt Disney Co",N00000362,28466,"2019-10-16 00:00:00 +0000"
612,"Electric Boat Corp",N00000362,25550,"2019-10-16 00:00:00 +0000"
613,"Raytheon Co",N00000362,19260,"2019-10-16 00:00:00 +0000"
614,"Dimeo Construction",N00000362,17550,"2019-10-16 00:00:00 +0000"
615,"Greenberg Traurig LLP",N00000362,16400,"2019-10-16 00:00:00 +0000"
616,"Citizens Financial Group",N00000362,14525,"2019-10-16 00:00:00 +0000"
617,"CVS Health",N00000362,12000,"2019-10-16 00:00:00 +0000"
618,"Adler, Pollock & Sheehan",N00000362,11750,"2019-10-16 00:00:00 +0000"
619,"Arnold & Porter Kaye Scholer",N00000362,11250,"2019-10-16 00:00:00 +0000"
620,"Textron Inc",N00000362,11000,"2019-10-16 00:00:00 +0000"
621,"HV Collins Co",N00000362,10900,"2019-10-16 00:00:00 +0000"
622,"Bluestem Asset Management",N00000362,10800,"2019-10-16 00:00:00 +0000"
623,"LHD & Assoc",N00000362,10800,"2019-10-16 00:00:00 +0000"
624,"Belvoir Properties",N00000362,10500,"2019-10-16 00:00:00 +0000"
625,"Colsa Corp",N00000362,10400,"2019-10-16 00:00:00 +0000"
626,"AT&T Inc",N00000362,10007,"2019-10-16 00:00:00 +0000"
627,"BAE Systems",N00000362,10001,"2019-10-16 00:00:00 +0000"
628,"Amalgamated Transit Union",N00000362,10000,"2019-10-16 00:00:00 +0000"
629,"American Federation of Teachers",N00000362,10000,"2019-10-16 00:00:00 +0000"
630,"Cb Utility Co",N00000362,10000,"2019-10-16 00:00:00 +0000"
631,"Common Ground PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
632,"Forward Together PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
633,Impact,N00000362,10000,"2019-10-16 00:00:00 +0000"
634,"Ironworkers Union",N00000362,10000,"2019-10-16 00:00:00 +0000"
635,"Laborers Union",N00000362,10000,"2019-10-16 00:00:00 +0000"
636,"Lobo PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
637,"Mortgage Bankers Assn",N00000362,10000,"2019-10-16 00:00:00 +0000"
638,"Motor City PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
639,"National Air Traffic Controllers Assn",N00000362,10000,"2019-10-16 00:00:00 +0000"
640,"Nutmeg PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
641,"Oceans PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
642,"Operating Engineers Local 57",N00000362,10000,"2019-10-16 00:00:00 +0000"
643,"Painters & Allied Trades Union",N00000362,10000,"2019-10-16 00:00:00 +0000"
644,"Prairie PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
645,SpaceX,N00000362,10000,"2019-10-16 00:00:00 +0000"
646,"Treasure State PAC",N00000362,10000,"2019-10-16 00:00:00 +0000"
647,USAA,N00000362,10000,"2019-10-16 00:00:00 +0000"
648,"Seacoast Commerce Bank",N00029441,17550,"2019-10-16 00:00:00 +0000"
649,"Sinclair Companies",N00029441,16200,"2019-10-16 00:00:00 +0000"
650,"1st Financial Bank USA",N00029441,10800,"2019-10-16 00:00:00 +0000"
651,"Bluegrass Cmte",N00029441,10000,"2019-10-16 00:00:00 +0000"
652,"Common Values PAC",N00029441,10000,"2019-10-16 00:00:00 +0000"
653,"Defend America PAC",N00029441,10000,"2019-10-16 00:00:00 +0000"
